versionCreated,headline,date
2024-12-19 15:18:10.806,"Comparative Performance Table: SET Index December 18, 2024",2024-12-19
2024-12-19 14:23:54.090,"THAILAND: TRANSPORTATION & LOGISTICS SECTOR PULSE DAILY WEDNESDAY DECEMBER 18, 2024",2024-12-19
2024-12-19 12:23:25.289,"THAILAND: TRANSPORTATION & LOGISTICS SECTOR PULSE DAILY WEDNESDAY DECEMBER 18, 2024",2024-12-19
2024-12-19 05:13:49.000,"EMERGING MARKETS-Asian currencies, stocks tumble on Fed's hawkish rate outlook",2024-12-19
2024-12-19 05:10:15.000,"EMERGING MARKETS-Asian currencies, stocks tumble on Fed's hawkish rate outlook",2024-12-19
2024-12-19 03:09:09.000,"THAILAND'S BENCHMARK STOCK INDEX <.SETI> FALLS AS MUCH 1.2% TO 1,382.93 POINTS, LOWEST LEVEL SINCE EARLY SEPT",2024-12-19
2024-12-19 02:08:10.000,"EMERGING MARKETS-Indonesian rupiah, Malaysian ringgit lead losses among weak Asian FX",2024-12-19
2024-12-18 16:42:52.985,"Comparative Performance Table: SET Index December 17, 2024",2024-12-18
2024-12-18 16:22:11.088,"THAILAND: TRANSPORTATION & LOGISTICS SECTOR PULSE DAILY WEDNESDAY DECEMBER 18, 2024",2024-12-18
2024-12-18 16:17:50.464,"SET100THAI TOP 5 DAILY: TOP PERFORMERS IN THE PAST MONTH End-of-day: Wednesday December 18, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-12-18
2024-12-18 16:12:34.179,Past Week: CP All (CPALL: THB56.50) in bottom 5% performers of SET100 Index in past week; -THB6.50 [-10.3%] Vol Index 2.3 [1 is avg],2024-12-18
2024-12-18 16:12:30.179,Past Week: The Siam Cement (SCC: THB167.0) keeps sliding: down 32% in 11 weeks; -THB78 [-31.8%],2024-12-18
2024-12-18 16:12:24.013,"Comparative Performance Table: SET Index December 18, 2024",2024-12-18
2024-12-18 16:07:46.953,"SCB X (SCB: THB118.50) adds THB8 billion ($246 million) (2.2%) in MCap, top heavyweight rise in Bank sector; +THB2.50 [2.2%]",2024-12-18
2024-12-18 15:18:16.622,"Comparative Performance Table: SET Index December 17, 2024",2024-12-18
2024-12-18 08:49:55.000,"EMERGING MARKETS-Asian stocks mixed ahead of Fed meeting; Indonesia, Thailand stand pat on rates",2024-12-18
2024-12-18 08:48:48.000,"EMERGING MARKETS-Asian stocks mixed ahead of Fed meeting; Indonesia, Thailand stand pat on rates",2024-12-18
2024-12-18 07:05:12.000,"THAI STOCKS <.SETI> PARE GAINS AFTER C.BANK KEEPS KEY RATE UNCHANGED; LAST FLAT AT 1,395.9 POINTS",2024-12-18
2024-12-18 05:19:05.000,"EMERGING MARKETS-Indonesian rupiah, Thai baht weaken ahead of cenbank rate decisions",2024-12-18
2024-12-18 05:17:03.000,"EMERGING MARKETS-Indonesian rupiah, Thai baht weaken ahead of cenbank rate decisions",2024-12-18
2024-12-18 02:07:14.000,"EMERGING MARKETS-Malaysian ringgit falls, other Asian currencies muted",2024-12-18
2024-12-17 16:43:34.181,"Comparative Performance Table: SET Index December 16, 2024",2024-12-17
2024-12-17 16:17:56.651,"SET100THAI TOP 5 DAILY: TOP PERFORMERS IN THE PAST MONTH End-of-day: Tuesday December 17, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-12-17
2024-12-17 16:12:40.518,"Comparative Performance Table: SET Index December 17, 2024",2024-12-17
2024-12-17 16:02:36.222,"SCB X (SCB: THB116.0) loses THB8 billion ($247 million) (2.1%) in MCap, steepest heavyweight fall in Bank sector; -THB2.50 [2.1%]",2024-12-17
2024-12-17 15:18:05.705,"Comparative Performance Table: SET Index December 16, 2024",2024-12-17
2024-12-17 14:23:59.149,"THAILAND: AGRIBUSINESS SECTOR PULSE DAILY MONDAY DECEMBER 16, 2024",2024-12-17
2024-12-17 14:23:58.637,"THAILAND: CONSTRUCTION MATERIALS SECTOR PULSE DAILY MONDAY DECEMBER 16, 2024",2024-12-17
2024-12-17 14:23:55.355,"THAILAND: FORBES 2000 SECTOR PULSE DAILY MONDAY DECEMBER 16, 2024",2024-12-17
2024-12-17 12:23:23.273,"THAILAND: CONSTRUCTION MATERIALS SECTOR PULSE DAILY MONDAY DECEMBER 16, 2024",2024-12-17
2024-12-17 12:23:18.033,"THAILAND: AGRIBUSINESS SECTOR PULSE DAILY MONDAY DECEMBER 16, 2024",2024-12-17
2024-12-17 12:23:15.482,"THAILAND: FORBES 2000 SECTOR PULSE DAILY MONDAY DECEMBER 16, 2024",2024-12-17
2024-12-17 02:16:23.000,EMERGING MARKETS-Indonesian rupiah slips amid tepid Asian currencies,2024-12-17
2024-12-16 16:47:21.817,"SET100THAI TOP 6 DAILY: TOP PERFORMERS IN THE PAST WEEK End-of-day: Monday December 16, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-12-16
2024-12-16 16:47:21.715,"SET100THAI TOP 5 DAILY: TOP PERFORMERS IN THE PAST MONTH End-of-day: Monday December 16, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-12-16
2024-12-16 16:31:52.117,"Comparative Performance Table: SET Index December 16, 2024",2024-12-16
2024-12-16 06:47:25.000,"EMERGING MARKETS-Indonesian rupiah, Malaysian ringgit lead losses; markets eye rate calls",2024-12-16
2024-12-16 06:42:32.000,"EMERGING MARKETS-Indonesian rupiah, Malaysian ringgit lead losses; markets eye rate calls",2024-12-16
2024-12-16 06:18:37.714,"SCB X Compendium - A Snapshot as of December 13, 2024",2024-12-16
2024-12-16 02:13:51.000,EMERGING MARKETS-Indonesian rupiah inches lower among muted Asian currencies,2024-12-16
2024-12-15 04:50:37.713,Poor grades,2024-12-15
2024-12-14 17:52:26.931,Asian equities retreat as China disappoints,2024-12-14
2024-12-14 16:42:18.352,"Comparative Performance Table: SET Index December 13, 2024",2024-12-14
2024-12-14 15:17:54.396,"Comparative Performance Table: SET Index December 13, 2024",2024-12-14
2024-12-14 01:17:17.848,Weekly: SCB X (SCB: THB118.50) increases on weak volume; +50 satang [0.4%],2024-12-14
2024-12-13 16:42:52.020,"Comparative Performance Table: SET Index December 12, 2024",2024-12-13
2024-12-13 16:28:02.784,"SET100THAI TOP 5 DAILY: TOP PERFORMERS IN THE PAST MONTH End-of-day: Friday December 13, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-12-13
2024-12-13 16:27:56.067,Weekly: SCB X (SCB: THB118.50) increases on weak volume; +50 satang [0.4%],2024-12-13
2024-12-13 16:27:52.104,"Comparative Performance Table: SET Index December 13, 2024",2024-12-13
2024-12-13 16:07:41.363,Quality Construction Products (Q-CON: THB9.20) offers earnings yield of 20.8%; -10 satang [1.1%],2024-12-13
2024-12-13 16:07:32.788,SCB X (SCB: THB118.50) offers dividend yield of 8.3%; +THB1 [0.9%],2024-12-13
2024-12-13 15:18:16.109,"Comparative Performance Table: SET Index December 12, 2024",2024-12-13
2024-12-13 05:40:51.000,EMERGING MARKETS-Asian currencies weaken on dollar strength; equities mixed,2024-12-13
2024-12-13 05:15:39.000,EMERGING MARKETS-Asian currencies weaken on dollar strength; equities mixed,2024-12-13
2024-12-13 02:15:27.000,"EMERGING MARKETS-Ringgit, rupiah lead losses among weak Asian currencies",2024-12-13
2024-12-12 16:43:09.266,"Comparative Performance Table: SET Index December 11, 2024",2024-12-12
2024-12-12 16:22:20.149,"SET100THAI TOP 5 DAILY: TOP PERFORMERS IN THE PAST MONTH End-of-day: Thursday December 12, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-12-12
2024-12-12 16:17:26.109,"Comparative Performance Table: SET Index December 12, 2024",2024-12-12
2024-12-12 16:03:21.797,SCB X (SCB: THB117.50) decreases; -50 satang [0.4%],2024-12-12
2024-12-12 15:17:47.495,"Comparative Performance Table: SET Index December 11, 2024",2024-12-12
2024-12-12 02:13:06.000,"EMERGING MARKETS-Thai Baht slips, other Asian currencies muted",2024-12-12
2024-12-11 16:37:34.130,"Comparative Performance Table: SET Index December 09, 2024",2024-12-11
2024-12-11 16:17:25.643,"SET100THAI TOP 4 DAILY: TOP PERFORMERS IN THE PAST WEEK End-of-day: Wednesday December 11, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-12-11
2024-12-11 16:16:58.282,"SET100THAI TOP 5 DAILY: TOP PERFORMERS IN THE PAST MONTH End-of-day: Wednesday December 11, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-12-11
2024-12-11 16:12:31.253,"Comparative Performance Table: SET Index December 11, 2024",2024-12-11
2024-12-11 16:07:51.535,Past Week: SCB X (SCB: THB118.0) in top 8% performers of SET100 Index in past week; +THB2 [1.7%],2024-12-11
2024-12-11 16:02:54.248,SCB X (SCB: THB118.0) falls 0.8% from 14-day high; -50 satang [0.4%],2024-12-11
2024-12-11 15:11:54.701,"Comparative Performance Table: SET Index December 09, 2024",2024-12-11
2024-12-11 05:10:45.000,"EMERGING MARKETS-Asian stocks fall, currencies tepid ahead of US inflation print",2024-12-11
2024-12-11 05:08:49.000,"EMERGING MARKETS-Asian stocks fall, currencies tepid ahead of US inflation print",2024-12-11
2024-12-11 02:17:03.000,EMERGING MARKETS-Philippine peso leads losses among Asian currencies,2024-12-11
2024-12-10 18:01:10.408,Thai stock index continues its downward trend,2024-12-10
2024-12-10 07:12:05.000,EMERGING MARKETS-Asian stocks rise on China stimulus promise; currencies muted,2024-12-10
2024-12-10 07:11:09.000,EMERGING MARKETS-Asian stocks rise on China stimulus promise; currencies muted,2024-12-10
2024-12-10 04:32:07.000,EMERGING MARKETS-Asian stocks climb as China stimulus aids sentiment; currencies muted,2024-12-10
2024-12-10 04:30:20.000,EMERGING MARKETS-Asian stocks climb as China stimulus aids sentiment; currencies muted,2024-12-10
2024-12-10 02:11:48.000,EMERGING MARKETS-S.Korean won leads gains among muted Asian currencies,2024-12-10
2024-12-09 16:26:57.664,"Comparative Performance Table: SET Index December 09, 2024",2024-12-09
2024-12-09 16:22:39.630,Past Week: SCB X (SCB: THB118.50) accelerates rise: up 3.0% in 2 weeks; +THB3.50 [3.0%],2024-12-09
2024-12-09 16:17:27.081,SCB X (SCB: THB118.50) offers earnings yield of 10.9%; +50 satang [0.4%],2024-12-09
2024-12-09 07:47:13.000,"EMERGING MARKETS-Asian FX, shares slip; S.Korean markets tumble on political turmoil",2024-12-09
2024-12-09 07:44:44.000,"EMERGING MARKETS-Asian FX, shares slip; S.Korean markets tumble on political turmoil",2024-12-09
2024-12-09 05:07:23.000,"EMERGING MARKETS-Asian FX, shares slip on S.Korean political turmoil, China inflation",2024-12-09
2024-12-09 05:05:04.000,"EMERGING MARKETS-Asian FX, shares slip on S.Korean political turmoil, China inflation",2024-12-09
2024-12-09 02:21:09.000,EMERGING MARKETS-S.Korean won leads losses among weak Asian currencies,2024-12-09
2024-12-07 18:02:17.970,Korean turmoil dents equity trading sentiment,2024-12-07
2024-12-07 16:42:52.959,"Comparative Performance Table: SET Index December 06, 2024",2024-12-07
2024-12-07 15:18:06.452,"Comparative Performance Table: SET Index December 06, 2024",2024-12-07
2024-12-07 01:21:55.404,Weekly: SCB X (SCB: THB118.0) lifts 3.5% on average volume; +THB4 [3.5%],2024-12-07
2024-12-06 16:37:30.648,"Comparative Performance Table: SET Index December 04, 2024",2024-12-06
2024-12-06 16:22:12.861,Weekly: SCB X (SCB: THB118.0) lifts 3.5% on average volume; +THB4 [3.5%],2024-12-06
2024-12-06 16:22:11.610,"Comparative Performance Table: SET Index December 06, 2024",2024-12-06
2024-12-06 16:12:53.521,Teka Construction (TEKA: THB2.26) offers earnings yield of 19.9%; +2 satang [0.9%],2024-12-06
2024-12-06 16:12:51.231,Scan Inter (SCN: 68.0 satang) offers earnings yield of 20.6%; +1 satang [1.5%],2024-12-06
2024-12-06 16:12:47.209,Quality Construction Products (Q-CON: THB9.35) offers earnings yield of 20.4%; -5 satang [0.5%],2024-12-06
2024-12-06 16:12:38.066,Kiang Huat Sea Gull Trading Frozen Food (CHOTI: THB69.0) offers earnings yield of 19.9%; -THB4.75 [6.4%],2024-12-06
2024-12-06 16:12:37.887,UAC Global (UAC: THB3.12) offers earnings yield of 20%; +2 satang [0.6%],2024-12-06
2024-12-06 15:12:53.937,"Comparative Performance Table: SET Index December 04, 2024",2024-12-06
2024-12-06 07:51:25.000,EMERGING MARKETS-S.Korean markets shaky on second martial law rumours; other Asian markets mixed,2024-12-06
2024-12-06 07:50:16.000,EMERGING MARKETS-S.Korean markets shaky on second martial law rumours; other Asian markets mixed,2024-12-06
2024-12-06 06:30:00.000,TISCO Securities expects Thai stock index to rebound in December on TESG inflows,2024-12-06
2024-12-06 02:23:45.000,EMERGING MARKETS-S. Korean won leads losses among muted Asian FX,2024-12-06
2024-12-05 11:47:05.375,Market Roundup 4 December 2024: SET fell 0.27% amid profit-taking ahead of US nonfarm payrolls,2024-12-05
2024-12-05 02:17:13.000,"EMERGING MARKETS-Malaysian ringgit, Taiwan dollar rise among muted Asian currencies",2024-12-05
2024-12-04 16:42:47.332,"Comparative Performance Table: SET Index December 03, 2024",2024-12-04
2024-12-04 16:17:40.308,"THAI MARKET TOP 18 DAILY: TOP MOMENTUM UP IN THE PAST WEEK End-of-day: Wednesday December 04, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-12-04
2024-12-04 16:17:33.150,"SET100THAI TOP 10 DAILY: TOP PERFORMERS IN THE PAST WEEK End-of-day: Wednesday December 04, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-12-04
2024-12-04 16:17:31.809,"THAI FINANCE AND SECURITIES SECTOR TOP 1 DAILY: TOP MOMENTUM UP IN THE PAST WEEK End-of-day: Wednesday December 04, 2024 16:00 (EST: 04:00, GMT: 09...",2024-12-04
2024-12-04 16:11:57.518,"Comparative Performance Table: SET Index December 04, 2024",2024-12-04
2024-12-04 16:07:06.766,Past Week: Thai Life Insurance (TLI: THB11.20) climbs 6% - outperforming 96% of stocks; +60 satang [5.7%],2024-12-04
2024-12-04 16:02:00.325,SCB X (SCB: THB118.0) hits year-high 9th time in three months; +THB2 [1.7%] Vol Index 1.3 [1 is avg],2024-12-04
2024-12-04 15:18:02.843,"Comparative Performance Table: SET Index December 03, 2024",2024-12-04
2024-12-04 08:02:53.000,EMERGING MARKETS-S. Korean won recovers after martial law scare; regional markets inch up,2024-12-04
2024-12-04 08:01:14.000,EMERGING MARKETS-S. Korean won recovers after martial law scare; regional markets inch up,2024-12-04
2024-12-04 05:54:53.000,EMERGING MARKETS-S. Korean won recovers after martial law scare; regional markets steady,2024-12-04
2024-12-04 05:53:38.000,EMERGING MARKETS-S. Korean won recovers after martial law scare; regional markets steady,2024-12-04
2024-12-04 05:30:31.107,SET poised to witness volatile first half in 2025,2024-12-04
2024-12-04 02:21:17.000,"EMERGING MARKETS-S.Korean won, Philippine peso lead gains among muted Asian FX",2024-12-04
2024-12-03 16:43:00.406,"Comparative Performance Table: SET Index December 02, 2024",2024-12-03
2024-12-03 16:22:09.951,"THAI MARKET TOP 18 DAILY: TOP MOMENTUM UP IN THE PAST WEEK End-of-day: Tuesday December 03, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-12-03
2024-12-03 16:22:03.307,"SET100THAI TOP 10 DAILY: TOP PERFORMERS IN THE PAST WEEK End-of-day: Tuesday December 03, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-12-03
2024-12-03 16:22:02.212,"THAI FINANCE AND SECURITIES SECTOR TOP 1 DAILY: TOP MOMENTUM UP IN THE PAST WEEK End-of-day: Tuesday December 03, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-12-03
2024-12-03 16:17:24.622,"Comparative Performance Table: SET Index December 03, 2024",2024-12-03
2024-12-03 16:12:04.217,Past Week: Kasikornbank (KBANK: THB153.50) shares post best week in twelve weeks; +THB4 [2.7%],2024-12-03
2024-12-03 16:07:34.854,SCB X (SCB: THB116.0) hits year-high 8th time in three months; +50 satang [0.4%] Vol Index 1.2 [1 is avg],2024-12-03
2024-12-03 15:17:47.642,"Comparative Performance Table: SET Index December 02, 2024",2024-12-03
2024-12-03 09:46:06.614,"Monthly: SCB X (SCB: THB114.50) increases, beating 88% of stocks",2024-12-03
2024-12-03 05:28:24.000,"EMERGING MARKETS-Asian FX tepid on dollar strength, stocks rally on global tech boost",2024-12-03
2024-12-03 05:25:03.000,"EMERGING MARKETS-Asian FX tepid on dollar strength, stocks rally on global tech boost",2024-12-03
2024-12-03 02:14:08.000,"EMERGING MARKETS-Malaysian ringgit, Chinese yuan lead falls among Asian FX",2024-12-03
2024-12-02 17:03:16.060,"THAI FINANCE AND SECURITIES SECTOR TOP 1 DAILY: TOP MOMENTUM UP IN THE PAST WEEK End-of-day: Monday December 02, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-12-02
2024-12-02 16:37:17.502,"Comparative Performance Table: SET Index December 02, 2024",2024-12-02
2024-12-02 16:22:06.622,SCB X (SCB: THB115.50) offers earnings yield of 11.2%; +THB1 [0.9%],2024-12-02
2024-12-02 07:43:47.000,EMERGING MARKETS-Thai baht loses most among Asian currencies on Trump's BRICS warning,2024-12-02
2024-12-02 07:41:34.000,EMERGING MARKETS-Thai baht loses most among Asian currencies on Trump's BRICS warning,2024-12-02
2024-12-02 06:18:38.190,"Monthly: SCB X (SCB: THB114.50) increases, beating 88% of stocks",2024-12-02
2024-12-02 05:58:49.000,"EMERGING MARKETS-Thai baht falls, Asian currencies rattled by Trump's BRICS warning",2024-12-02
2024-12-02 05:53:07.000,"EMERGING MARKETS-Thai baht falls, Asian currencies rattled by Trump's BRICS warning",2024-12-02
2024-12-02 02:21:49.000,EMERGING MARKETS-Thai baht leads losses among weak Asian currencies,2024-12-02
2024-11-30 17:31:10.148,China optimism gives lift to Asian equities,2024-11-30
2024-11-30 16:42:36.086,"Comparative Performance Table: SET Index November 29, 2024",2024-11-30
2024-11-30 15:17:44.452,"Comparative Performance Table: SET Index November 29, 2024",2024-11-30
2024-11-30 01:37:18.248,Weekly: SCB X (SCB: THB114.50) trading at below average volume,2024-11-30
2024-11-29 16:47:44.008,"Comparative Performance Table: SET Index November 29, 2024",2024-11-29
2024-11-29 16:43:26.847,"Monthly: SCB X (SCB: THB114.50) increases, beating 88% of stocks",2024-11-29
2024-11-29 16:43:08.466,"Comparative Performance Table: SET Index November 28, 2024",2024-11-29
2024-11-29 16:37:36.612,Weekly: SCB X (SCB: THB114.50) trading at below average volume,2024-11-29
2024-11-29 16:18:07.654,UAC Global (UAC: THB3.08) offers earnings yield of 20.3%; -6 satang [1.9%] Vol Index 4.3 [1 is avg],2024-11-29
2024-11-29 16:17:59.716,Asia Green Energy (AGE: THB1.23) offers earnings yield of 19.5%; +1 satang [0.8%],2024-11-29
2024-11-29 16:17:59.296,Quality Construction Products (Q-CON: THB9.35) offers earnings yield of 20.4%; +5 satang [0.5%],2024-11-29
2024-11-29 16:17:58.850,SCB X (SCB: THB114.50) offers dividend yield of 8.6%; +50 satang [0.4%],2024-11-29
2024-11-29 16:17:39.524,Castle Peak (CPH: THB9.80) offers earnings yield of 20%; +20 satang [2.1%],2024-11-29
2024-11-29 15:18:01.797,"Comparative Performance Table: SET Index November 28, 2024",2024-11-29
2024-11-29 05:54:59.000,"EMERGING MARKETS-Asian equities slip, set for sharp monthly losses as Trump tariffs loom",2024-11-29
2024-11-29 05:52:21.000,"EMERGING MARKETS-Asian equities slip, set for sharp monthly losses as Trump tariffs loom",2024-11-29
2024-11-29 04:32:26.373,Thai Baht Strengthens for Third Consecutive Day Amid Stock Market Gains,2024-11-29
2024-11-28 16:42:31.025,"Comparative Performance Table: SET Index November 27, 2024",2024-11-28
2024-11-28 16:12:16.352,"THAI TRANSPORTATION & LOGISTICS SECTOR TOP 1 DAILY: TOP MOMENTUM UP IN THE PAST WEEK End-of-day: Thursday November 28, 2024 16:00 (EST: 04:00, GMT:...",2024-11-28
2024-11-28 16:12:15.578,"THAI INSURANCE SECTOR TOP 1 DAILY: TOP MOMENTUM UP IN THE PAST WEEK End-of-day: Thursday November 28, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-11-28
2024-11-28 16:12:13.374,"SET100THAI TOP 10 DAILY: TOP PERFORMERS IN THE PAST WEEK End-of-day: Thursday November 28, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-11-28
2024-11-28 16:07:19.194,"Comparative Performance Table: SET Index November 28, 2024",2024-11-28
2024-11-28 15:17:53.498,"Comparative Performance Table: SET Index November 27, 2024",2024-11-28
2024-11-28 04:58:09.000,"EMERGING MARKETS-Indonesia rupiah gains on local elections, Asian equities downbeat",2024-11-28
2024-11-28 04:57:29.000,"EMERGING MARKETS-Indonesia rupiah gains on local elections, Asian equities downbeat",2024-11-28
2024-11-28 02:12:15.000,EMERGING MARKETS-Indonesian rupiah jumps amid tepid Asian currencies,2024-11-28
2024-11-27 16:43:22.847,"Comparative Performance Table: SET Index November 26, 2024",2024-11-27
2024-11-27 16:17:46.812,"SET100THAI TOP 10 DAILY: TOP PERFORMERS IN THE PAST WEEK End-of-day: Wednesday November 27, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-11-27
2024-11-27 16:17:41.170,"THAI INSURANCE SECTOR TOP 1 DAILY: TOP MOMENTUM UP IN THE PAST WEEK End-of-day: Wednesday November 27, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-11-27
2024-11-27 16:17:36.722,"THAI TRANSPORTATION & LOGISTICS SECTOR TOP 1 DAILY: TOP MOMENTUM UP IN THE PAST WEEK End-of-day: Wednesday November 27, 2024 16:00 (EST: 04:00, GMT...",2024-11-27
2024-11-27 16:13:03.319,"Comparative Performance Table: SET Index November 27, 2024",2024-11-27
2024-11-27 16:02:34.689,SCB X (SCB: THB114.50) decreases on average volume; -50 satang [0.4%],2024-11-27
2024-11-27 15:17:38.076,"Comparative Performance Table: SET Index November 26, 2024",2024-11-27
2024-11-27 08:14:25.000,"EMERGING MARKETS-Asian currencies regroup but equities weighed by tariff worries, oil prices",2024-11-27
2024-11-27 05:35:55.000,EMERGING MARKETS-Asian equities fall as Trump tariff threats looms; currencies nurse losses,2024-11-27
2024-11-27 05:35:01.000,EMERGING MARKETS-Asian equities fall as Trump tariff threats looms; currencies nurse losses,2024-11-27
2024-11-27 03:46:11.000,"THAILAND'S BENCHMARK STOCK INDEX <.SETI> FALLS AS MUCH AS 0.7% TO 1,428.32 POINTS, LOWEST SINCE SEPT. 16",2024-11-27
2024-11-27 02:05:47.000,EMERGING MARKETS-Philippine peso inches higher among subdued Asian currencies,2024-11-27
2024-11-26 16:12:36.419,"Comparative Performance Table: SET Index November 26, 2024",2024-11-26
2024-11-26 15:17:43.572,"Comparative Performance Table: SET Index November 25, 2024",2024-11-26
2024-11-26 09:16:40.000,"CORRECTED-EMERGING MARKETS-Mexican peso sinks, EM Asia currencies drop on Trump's tariffs pledge",2024-11-26
2024-11-26 04:41:33.000,EMERGING MARKETS-Trump's tariff threat rattles markets from Mexico to Indonesia,2024-11-26
2024-11-26 04:40:29.000,EMERGING MARKETS-Trump's tariff threat rattles markets from Mexico to Indonesia,2024-11-26
2024-11-26 02:11:55.000,EMERGING MARKETS-Indonesian rupiah leads losses in Asian currencies,2024-11-26
2024-11-25 16:22:08.112,"Comparative Performance Table: SET Index November 25, 2024",2024-11-25
2024-11-25 16:11:48.708,SCB X (SCB: THB115.0) offers dividend yield of 8.6%; +50 satang [0.4%],2024-11-25
2024-11-25 10:51:15.546,Global Markets Climb as Investors React to Trump's Treasury Pick --,2024-11-25
2024-11-25 05:09:35.667,Tech rebound supports Asian equities,2024-11-25
2024-11-25 02:10:28.000,"EMERGING MARKETS-S.Korean won, Taiwan dollar lead broad gains in Asian FX",2024-11-25
2024-11-23 19:47:01.780,Market Roundup 22 November 2024,2024-11-23
2024-11-23 16:42:46.684,"Comparative Performance Table: SET Index November 22, 2024",2024-11-23
2024-11-23 15:18:23.638,"Comparative Performance Table: SET Index November 22, 2024",2024-11-23
2024-11-23 01:17:20.618,Weekly: SCB X (SCB: THB114.50) unchanged on thin volume,2024-11-23
2024-11-22 16:42:46.211,"Comparative Performance Table: SET Index November 21, 2024",2024-11-22
2024-11-22 16:22:11.381,"SET100THAI BOTTOM 5 DAILY: STEEPEST FALLS IN THE PAST MONTH End-of-day: Friday November 22, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-11-22
2024-11-22 16:17:48.940,"Comparative Performance Table: SET Index November 22, 2024",2024-11-22
2024-11-22 16:12:48.814,Weekly: SCB X (SCB: THB114.50) unchanged on thin volume,2024-11-22
2024-11-22 16:09:30.618,Quality Construction Products (Q-CON: THB9.40) offers earnings yield of 20.3%; +10 satang [1.1%],2024-11-22
2024-11-22 16:09:20.823,Teka Construction (TEKA: THB2.24) offers earnings yield of 20.1%; +4 satang [1.8%],2024-11-22
2024-11-22 16:08:51.307,Chu Kai (CRANE: 62.0 satang) offers earnings yield of 20%; +1 satang [1.6%],2024-11-22
2024-11-22 15:17:51.130,"Comparative Performance Table: SET Index November 21, 2024",2024-11-22
2024-11-22 02:13:25.000,"EMERGING MARKETS-Malaysian ringgit slips, other Asian currencies muted",2024-11-22
2024-11-22 00:00:00.000,Capital market keeps an eye on the Constitutional Court in the Thaksin case.,2024-11-22
2024-11-21 18:11:38.714,Latest measures fail to inspire stock analysts,2024-11-21
2024-11-21 16:44:03.360,"Comparative Performance Table: SET Index November 20, 2024",2024-11-21
2024-11-21 16:11:58.589,"Comparative Performance Table: SET Index November 21, 2024",2024-11-21
2024-11-21 16:02:19.151,SCB X (SCB: THB114.50) increases; +50 satang [0.4%],2024-11-21
2024-11-21 15:17:47.255,"Comparative Performance Table: SET Index November 20, 2024",2024-11-21
2024-11-21 07:42:50.000,EMERGING MARKETS-Indonesian rupiah at three-month low; Asia stocks drop on Russia-Ukraine tensions,2024-11-21
2024-11-21 07:42:02.000,EMERGING MARKETS-Indonesian rupiah at three-month low; Asia stocks drop on Russia-Ukraine tensions,2024-11-21
2024-11-21 04:59:31.000,"EMERGING MARKETS-Thai, Philippine shares lead Asian equities lower; rupiah drops",2024-11-21
2024-11-21 04:58:17.000,"THAILAND'S BENCHMARK INDEX <.SETI> FALLS AS MUCH AS 1.6% TO 1,438.910 POINTS",2024-11-21
2024-11-21 04:56:26.000,"EMERGING MARKETS-Thai, Philippine shares lead Asian equities lower; rupiah drops",2024-11-21
2024-11-21 02:08:15.000,"EMERGING MARKETS-Rupiah slips, most other Asian currencies bide time",2024-11-21
2024-11-20 16:43:15.663,"Comparative Performance Table: SET Index November 19, 2024",2024-11-20
2024-11-20 16:22:10.437,"SET100THAI BOTTOM 5 DAILY: STEEPEST FALLS IN THE PAST MONTH End-of-day: Wednesday November 20, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-11-20
2024-11-20 16:12:23.652,"Comparative Performance Table: SET Index November 20, 2024",2024-11-20
2024-11-20 16:07:35.848,SCB X (SCB: THB114.0) offers earnings yield of 11.3%; -50 satang [0.4%],2024-11-20
2024-11-20 15:17:46.907,"Comparative Performance Table: SET Index November 19, 2024",2024-11-20
2024-11-20 06:24:36.920,Markets start to look beyond 'Trump Trade',2024-11-20
2024-11-20 05:14:11.000,"EMERGING MARKETS-Asian stocks, equities cautious over Ukraine tensions, Nvidia results",2024-11-20
2024-11-20 05:11:58.000,"EMERGING MARKETS-Asian stocks, equities cautious over Ukraine tensions, Nvidia results",2024-11-20
2024-11-19 16:43:20.838,"Comparative Performance Table: SET Index November 18, 2024",2024-11-19
2024-11-19 16:17:17.545,"SET100THAI BOTTOM 5 DAILY: STEEPEST FALLS IN THE PAST MONTH End-of-day: Tuesday November 19, 2024 16:00 (EST: 04:00, GMT: 09:00)",2024-11-19
2024-11-19 16:12:33.749,"Comparative Performance Table: SET Index November 19, 2024",2024-11-19
